cons.conf.idx,cons.price.idx,contact,day_of_week,default,emp.var.rate,euribor3m,housing,loan,marital,month,nr.employed,poutcome,profession,responded,schooling,campaign1,custAge1,pastEmail1,pcontacted_pdays,pContacted_previous
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,yes,no,divorced,jul,5228.1,nonexistent,retired,no,university.degree,4,53.0,no,True,no
-47.1,93.075,cellular,mon,unknown,-1.8,1.405,no,no,divorced,apr,5099.1,failure,management,no,other,2,45.0,yes,True,yes
-26.9,92.431,telephone,unknown,no,-3.4,0.742,no,no,single,oct,5017.5,nonexistent,retired,no,university.degree,1,64.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.855,no,no,single,may,5191.0,nonexistent,admin.,no,university.degree,7+,38.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,unknown,1.4,4.963,yes,no,married,jul,5228.1,nonexistent,retired,no,other,1,42.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.864,no,no,married,may,5191.0,nonexistent,technician,no,professional.course,3,42.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.955,no,yes,married,jun,5228.1,nonexistent,blue-collar,no,basic.9y,1,29.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.8660000000000005,unknown,unknown,married,jun,5228.1,nonexistent,admin.,no,university.degree,1,33.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,other,1,32.0,no,True,no
-42.7,93.91799999999999,cellular,thu,unknown,1.4,4.963,no,no,married,jul,5228.1,nonexistent,admin.,no,high.school,1,30.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,yes,no,married,may,5099.1,nonexistent,admin.,no,high.school,1,27.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,no,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.9y,4,42.0,no,True,no
-40.8,92.963,cellular,fri,no,-2.9,1.268,no,no,married,jun,5076.2,nonexistent,blue-collar,yes,other,2,54.0,no,True,no
-42.7,93.91799999999999,cellular,mon,unknown,1.4,4.96,no,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.9y,4,40.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.864,no,no,married,may,5191.0,nonexistent,admin.,no,high.school,2,44.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,no,no,married,jul,5228.1,nonexistent,blue-collar,no,other,4,33.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.405,no,no,married,apr,5099.1,nonexistent,blue-collar,no,professional.course,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.291,yes,no,single,may,5099.1,nonexistent,admin.,yes,basic.9y,1,36.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,no,yes,divorced,may,5099.1,nonexistent,self-employed,no,university.degree,1,45.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.963,yes,no,divorced,jul,5228.1,nonexistent,entrepreneur,no,other,1,55.0,no,True,no
-34.6,93.749,cellular,thu,no,-1.8,0.659,yes,no,single,apr,5008.7,nonexistent,admin.,yes,other,3,33.0,no,True,no
-42.7,93.91799999999999,cellular,tue,unknown,1.4,4.961,yes,no,single,jul,5228.1,nonexistent,blue-collar,no,other,1,29.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.855,no,no,single,may,5191.0,nonexistent,self-employed,no,university.degree,2,38.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.962,no,no,single,jul,5228.1,nonexistent,admin.,no,high.school,1,27.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.8580000000000005,yes,no,married,may,5191.0,nonexistent,services,no,high.school,2,36.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.856,no,no,married,may,5191.0,nonexistent,services,no,other,2,42.0,no,True,no
-42.7,93.91799999999999,cellular,mon,unknown,1.4,4.962,no,no,divorced,jul,5228.1,nonexistent,housemaid,no,other,3,59.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.957,no,no,divorced,jul,5228.1,nonexistent,services,no,other,1,45.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.9639999999999995,yes,no,single,aug,5228.1,nonexistent,technician,no,university.degree,1,50.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,technician,no,university.degree,1,33.0,no,True,no
-41.8,94.465,telephone,mon,unknown,1.4,4.865,yes,yes,married,jun,5228.1,nonexistent,blue-collar,no,professional.course,1,55.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,no,no,single,may,5099.1,nonexistent,services,yes,high.school,5,25.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,no,no,married,may,5099.1,nonexistent,admin.,no,high.school,1,38.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,technician,no,other,1,42.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,technician,no,professional.course,3,31.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.86,no,no,divorced,may,5191.0,nonexistent,admin.,no,other,2,34.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,unknown,unknown,single,may,5099.1,failure,services,no,high.school,7+,30.0,yes,True,yes
-42.7,93.91799999999999,cellular,wed,unknown,1.4,4.962,no,yes,married,jul,5228.1,nonexistent,unemployed,no,basic.9y,1,44.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.41,yes,no,married,apr,5099.1,nonexistent,services,no,high.school,2,41.0,no,True,no
-42.0,93.2,telephone,fri,unknown,-0.1,4.021,yes,no,married,nov,5195.8,nonexistent,blue-collar,no,basic.9y,1,57.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.365,no,no,married,apr,5099.1,nonexistent,student,yes,other,2,32.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.266,yes,no,single,may,5099.1,failure,services,no,high.school,2,33.0,yes,True,yes
-40.8,92.963,cellular,fri,no,-2.9,1.268,yes,no,married,jun,5076.2,nonexistent,admin.,no,other,1,52.0,no,True,no
-42.7,93.91799999999999,telephone,tue,no,1.4,4.955,no,no,single,jul,5228.1,nonexistent,blue-collar,no,basic.6y,1,28.0,no,True,no
-42.0,93.2,telephone,wed,no,-0.1,4.12,yes,no,single,nov,5195.8,failure,management,no,university.degree,2,34.0,yes,True,yes
-49.5,94.601,cellular,mon,no,-1.1,1.0,no,no,married,oct,4963.6,nonexistent,services,no,high.school,3,44.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,divorced,aug,5228.1,nonexistent,admin.,no,other,7+,38.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.957,yes,no,married,jul,5228.1,nonexistent,technician,no,basic.9y,2,28.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,other,1,33.0,no,True,no
-42.7,93.91799999999999,telephone,mon,no,1.4,4.96,yes,no,single,jul,5228.1,nonexistent,admin.,no,other,4,30.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.865,no,no,married,jun,5228.1,nonexistent,unknown,no,basic.9y,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.27,yes,no,married,may,5099.1,success,management,yes,other,2,38.0,yes,False,yes
-41.8,94.465,telephone,wed,no,1.4,4.962,no,no,divorced,jun,5228.1,nonexistent,housemaid,no,basic.4y,1,49.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.365,no,no,single,apr,5099.1,nonexistent,admin.,yes,other,3,33.0,no,True,no
-46.2,92.89299999999999,telephone,thu,unknown,-1.8,1.266,no,yes,married,may,5099.1,nonexistent,blue-collar,no,basic.6y,1,35.0,no,True,no
-38.3,94.027,telephone,tue,no,-1.7,0.904,yes,no,single,aug,4991.6,nonexistent,technician,no,other,1,25.0,no,True,no
-33.0,92.713,cellular,thu,no,-3.0,0.7120000000000001,no,yes,married,dec,5023.5,success,retired,yes,other,3,64.0,no,False,yes
-42.7,93.91799999999999,telephone,fri,unknown,1.4,4.959,yes,no,married,jul,5228.1,nonexistent,management,no,basic.6y,2,36.0,no,True,no
-42.7,93.91799999999999,cellular,tue,unknown,1.4,4.961,no,no,married,jul,5228.1,nonexistent,admin.,no,other,3,28.0,no,True,no
-40.8,92.963,cellular,wed,unknown,-2.9,1.26,yes,no,married,jun,5076.2,nonexistent,admin.,yes,university.degree,2,61.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.344,yes,no,married,may,5099.1,nonexistent,blue-collar,no,basic.9y,1,42.0,no,True,no
-37.5,94.199,cellular,fri,no,-1.1,0.878,no,no,single,sep,4963.6,success,admin.,no,other,4,29.0,yes,False,yes
-41.8,94.465,telephone,fri,no,1.4,4.967,no,no,married,jun,5228.1,nonexistent,blue-collar,yes,other,2,32.0,no,True,no
-47.1,93.075,cellular,unknown,no,-1.8,1.466,yes,no,married,apr,5099.1,nonexistent,admin.,no,high.school,7+,42.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.856,yes,no,married,may,5191.0,nonexistent,blue-collar,no,high.school,1,39.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.8580000000000005,no,no,married,may,5191.0,nonexistent,self-employed,no,high.school,2,40.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,yes,no,married,may,5099.1,nonexistent,blue-collar,no,other,1,29.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,single,nov,5195.8,nonexistent,blue-collar,no,basic.9y,1,33.0,no,True,no
-31.4,92.20100000000001,cellular,tue,no,-2.9,0.8590000000000001,no,no,married,aug,5076.2,failure,admin.,no,high.school,1,42.0,yes,True,yes
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.961,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,high.school,4,30.0,no,True,no
-29.8,92.37899999999999,cellular,wed,no,-3.4,0.7809999999999999,yes,no,single,sep,5017.5,nonexistent,self-employed,no,university.degree,1,32.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,yes,no,married,may,5099.1,nonexistent,blue-collar,no,other,2,31.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.963,no,no,married,jul,5228.1,nonexistent,services,yes,other,7+,33.0,no,True,no
-46.2,92.89299999999999,cellular,unknown,unknown,-1.8,1.327,no,yes,married,may,5099.1,nonexistent,blue-collar,no,other,1,34.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.859,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.9y,2,32.0,no,True,no
-42.0,93.2,cellular,thu,unknown,-0.1,4.0760000000000005,yes,no,single,nov,5195.8,nonexistent,management,no,other,2,38.0,no,True,no
-47.1,93.075,telephone,wed,no,-1.8,1.3719999999999999,yes,no,divorced,apr,5099.1,nonexistent,services,no,professional.course,7+,45.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,technician,no,university.degree,1,34.0,no,True,no
-37.5,94.199,cellular,thu,no,-1.1,0.879,no,no,single,sep,4963.6,failure,admin.,yes,university.degree,3,23.0,no,True,yes
-36.1,93.444,cellular,thu,no,1.4,4.962,yes,no,single,aug,5228.1,nonexistent,technician,no,professional.course,4,33.0,no,True,no
-34.6,93.749,cellular,mon,no,-1.8,0.642,yes,no,single,apr,5008.7,nonexistent,admin.,no,other,1,33.0,no,True,no
-42.7,93.91799999999999,cellular,fri,no,1.4,4.963,no,no,single,jul,5228.1,nonexistent,services,no,high.school,2,36.0,no,True,no
-40.8,92.963,cellular,mon,no,-2.9,1.266,unknown,unknown,married,jun,5076.2,failure,admin.,no,university.degree,1,27.0,yes,True,yes
-36.1,93.444,cellular,tue,unknown,1.4,4.968,yes,no,married,aug,5228.1,nonexistent,admin.,no,other,1,49.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.965,yes,no,single,aug,5228.1,nonexistent,technician,no,high.school,3,29.0,no,True,no
-30.1,92.649,telephone,mon,no,-3.4,0.7140000000000001,no,no,divorced,nov,5017.5,success,housemaid,no,other,7+,64.0,yes,False,yes
-40.8,92.963,cellular,tue,no,-2.9,1.262,no,no,single,jun,5076.2,success,student,no,high.school,1,24.0,yes,False,yes
-47.1,93.075,cellular,unknown,no,-1.8,1.4,yes,no,married,apr,5099.1,nonexistent,retired,no,high.school,1,64.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,other,1,32.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.8660000000000005,no,no,divorced,jun,5228.1,nonexistent,technician,no,other,1,57.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.86,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,1,43.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.857,yes,no,single,may,5191.0,nonexistent,services,no,basic.6y,1,36.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,no,no,married,may,5099.1,nonexistent,management,no,other,3,29.0,no,True,no
-34.8,93.369,cellular,tue,no,-1.8,0.637,yes,no,single,mar,5008.7,success,student,yes,other,1,33.0,yes,False,yes
-36.4,93.994,telephone,thu,unknown,1.1,4.86,yes,no,married,may,5191.0,nonexistent,technician,no,other,1,40.0,no,True,no
-31.4,92.20100000000001,cellular,mon,no,-2.9,0.861,no,no,single,aug,5076.2,nonexistent,admin.,no,university.degree,1,28.0,no,True,no
-46.2,92.89299999999999,cellular,wed,unknown,-1.8,1.334,yes,no,married,may,5099.1,failure,blue-collar,no,professional.course,4,53.0,yes,True,yes
-36.1,93.444,cellular,fri,no,1.4,4.966,yes,no,married,aug,5228.1,nonexistent,admin.,no,basic.9y,1,42.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.864,no,no,single,may,5191.0,nonexistent,admin.,no,university.degree,5,36.0,no,True,no
-46.2,92.89299999999999,cellular,wed,unknown,-1.8,1.334,yes,no,married,may,5099.1,nonexistent,services,no,high.school,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,no,yes,divorced,may,5099.1,failure,admin.,no,high.school,1,39.0,yes,True,yes
-41.8,94.465,telephone,unknown,no,1.4,4.961,no,yes,married,jun,5228.1,nonexistent,services,no,other,3,42.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.966,yes,no,divorced,aug,5228.1,nonexistent,housemaid,no,high.school,3,52.0,no,True,no
-41.8,94.465,telephone,fri,no,1.4,4.967,no,yes,single,jun,5228.1,nonexistent,admin.,no,high.school,2,33.0,no,True,no
-41.8,94.465,telephone,unknown,no,1.4,4.961,no,no,single,jun,5228.1,nonexistent,admin.,no,high.school,1,36.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.96,unknown,unknown,married,jun,5228.1,nonexistent,entrepreneur,no,high.school,3,39.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.857,no,no,single,may,5191.0,nonexistent,admin.,no,university.degree,1,31.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,unknown,1.4,4.957,yes,no,married,jul,5228.1,nonexistent,services,no,high.school,1,49.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,5,47.0,no,True,no
-40.3,94.215,telephone,unknown,no,-1.7,0.8759999999999999,no,no,married,jul,4991.6,failure,admin.,no,high.school,1,42.0,yes,True,yes
-46.2,92.89299999999999,cellular,unknown,unknown,-1.8,1.266,no,no,married,may,5099.1,nonexistent,management,no,university.degree,2,40.0,no,True,no
-42.7,93.91799999999999,telephone,mon,unknown,1.4,4.962,no,no,divorced,jul,5228.1,nonexistent,self-employed,no,high.school,4,54.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,yes,no,single,may,5099.1,nonexistent,blue-collar,no,basic.9y,2,35.0,no,True,no
-46.2,92.89299999999999,telephone,wed,no,-1.8,1.281,no,yes,single,may,5099.1,nonexistent,blue-collar,no,basic.9y,7+,31.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.856,no,no,single,may,5191.0,nonexistent,management,no,university.degree,1,34.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,yes,no,single,jul,5228.1,nonexistent,admin.,no,university.degree,1,30.0,no,True,no
-26.9,92.431,cellular,unknown,no,-3.4,0.7390000000000001,no,no,single,oct,5017.5,nonexistent,services,no,high.school,1,30.0,no,True,no
-42.0,93.2,cellular,unknown,no,-0.1,4.1530000000000005,yes,no,married,nov,5195.8,nonexistent,services,no,other,1,41.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.958,yes,no,married,jun,5228.1,nonexistent,admin.,no,university.degree,3,39.0,no,True,no
-42.0,93.2,cellular,fri,unknown,-0.1,4.021,yes,no,single,nov,5195.8,nonexistent,admin.,no,university.degree,7+,55.0,no,True,no
-47.1,93.075,cellular,tue,unknown,-1.8,1.423,yes,yes,married,apr,5099.1,nonexistent,management,no,other,7+,42.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,no,yes,married,may,5099.1,failure,admin.,no,basic.6y,2,51.0,yes,True,yes
-42.0,93.2,cellular,tue,no,-0.1,4.1530000000000005,yes,no,married,nov,5195.8,nonexistent,self-employed,no,other,2,33.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,admin.,no,other,1,53.0,no,True,no
-50.0,92.84299999999999,cellular,mon,no,-1.8,1.52,no,no,single,mar,5099.1,nonexistent,admin.,no,other,3,33.0,no,True,no
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.2990000000000002,no,no,married,may,5099.1,failure,blue-collar,no,basic.9y,1,34.0,yes,True,yes
-36.4,93.994,telephone,thu,no,1.1,4.86,no,no,divorced,may,5191.0,nonexistent,blue-collar,no,basic.9y,1,45.0,no,True,no
-38.3,94.027,telephone,mon,no,-1.7,0.898,yes,no,single,aug,4991.6,nonexistent,admin.,no,professional.course,1,36.0,no,True,no
-47.1,93.075,cellular,fri,unknown,-1.8,1.479,yes,no,married,apr,5099.1,nonexistent,admin.,no,other,1,50.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.965,yes,no,married,aug,5228.1,nonexistent,unknown,no,basic.4y,1,42.0,no,True,no
-42.0,93.2,cellular,tue,no,-0.1,4.1530000000000005,yes,no,married,nov,5195.8,failure,management,no,university.degree,2,44.0,yes,True,yes
-42.0,93.2,cellular,tue,no,-0.1,4.1530000000000005,yes,yes,married,nov,5195.8,failure,self-employed,no,basic.4y,1,46.0,yes,True,yes
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.962,no,no,single,jul,5228.1,nonexistent,admin.,no,other,1,27.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,no,no,single,nov,5195.8,nonexistent,admin.,no,university.degree,6,33.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.961,yes,no,single,jun,5228.1,nonexistent,entrepreneur,yes,other,3,33.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.855,yes,no,single,may,5191.0,nonexistent,admin.,no,high.school,2,25.0,no,True,no
-36.4,93.994,telephone,wed,unknown,1.1,4.856,yes,no,married,may,5191.0,nonexistent,blue-collar,no,other,2,45.0,no,True,no
-46.2,92.89299999999999,cellular,thu,unknown,-1.8,1.266,no,no,married,may,5099.1,failure,technician,no,basic.6y,3,52.0,yes,True,yes
-42.7,93.91799999999999,cellular,thu,unknown,1.4,4.958,yes,no,single,jul,5228.1,nonexistent,admin.,no,high.school,1,24.0,no,True,no
-40.0,93.876,cellular,wed,no,-1.8,0.682,yes,no,married,may,5008.7,success,blue-collar,yes,other,2,42.0,yes,False,yes
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,yes,no,single,may,5099.1,nonexistent,admin.,no,university.degree,1,34.0,no,True,no
-42.7,93.91799999999999,cellular,fri,no,1.4,4.962,no,no,divorced,jul,5228.1,nonexistent,admin.,no,high.school,5,52.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.864,yes,no,married,jun,5228.1,nonexistent,blue-collar,no,other,3,38.0,no,True,no
-49.5,94.601,cellular,wed,no,-1.1,0.9590000000000001,no,no,single,oct,4963.6,nonexistent,technician,yes,university.degree,1,26.0,no,True,no
-42.0,93.2,telephone,wed,no,-0.1,4.12,no,no,divorced,nov,5195.8,nonexistent,admin.,no,high.school,4,45.0,no,True,no
-36.4,93.994,telephone,fri,unknown,1.1,4.857,yes,no,single,may,5191.0,nonexistent,unknown,no,basic.9y,5,28.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,yes,no,single,may,5099.1,failure,services,no,high.school,2,35.0,yes,True,yes
-36.4,93.994,telephone,thu,no,1.1,4.86,no,yes,married,may,5191.0,nonexistent,management,no,other,3,34.0,no,True,no
-42.0,93.2,cellular,wed,unknown,-0.1,4.12,no,no,married,nov,5195.8,nonexistent,housemaid,no,other,3,45.0,no,True,no
-46.2,92.89299999999999,telephone,tue,no,-1.8,1.291,yes,yes,married,may,5099.1,nonexistent,blue-collar,no,other,4,41.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,no,no,married,jul,5228.1,nonexistent,admin.,no,other,4,45.0,no,True,no
-47.1,93.075,cellular,unknown,no,-1.8,1.435,unknown,unknown,divorced,apr,5099.1,failure,admin.,no,high.school,1,45.0,yes,True,yes
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,yes,no,married,may,5099.1,failure,admin.,no,university.degree,1,42.0,yes,True,yes
-41.8,94.465,telephone,mon,no,1.4,4.961,yes,no,divorced,jun,5228.1,nonexistent,admin.,no,high.school,2,49.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,no,yes,married,may,5191.0,nonexistent,unknown,no,basic.9y,2,35.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.291,yes,no,married,may,5099.1,nonexistent,self-employed,no,university.degree,1,27.0,no,True,no
-39.8,94.055,cellular,tue,no,-1.7,0.737,no,no,single,jun,4991.6,failure,student,no,high.school,1,24.0,yes,True,yes
-36.4,93.994,telephone,unknown,no,1.1,4.8580000000000005,yes,no,married,may,5191.0,nonexistent,blue-collar,no,other,2,30.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.406,yes,no,married,apr,5099.1,nonexistent,unknown,no,other,2,34.0,no,True,no
-42.0,93.2,telephone,mon,no,-0.1,4.191,yes,no,divorced,nov,5195.8,nonexistent,admin.,no,high.school,1,42.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.962,yes,yes,divorced,jul,5228.1,nonexistent,blue-collar,no,high.school,1,45.0,no,True,no
-42.0,93.2,cellular,mon,no,-0.1,4.191,no,no,married,nov,5195.8,nonexistent,admin.,no,other,1,35.0,no,True,no
-36.1,93.444,cellular,unknown,no,1.4,4.968,yes,no,divorced,aug,5228.1,nonexistent,admin.,no,university.degree,3,42.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.8580000000000005,no,no,divorced,may,5191.0,nonexistent,admin.,yes,other,3,45.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.963,no,no,married,aug,5228.1,nonexistent,management,no,other,1,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,married,aug,5228.1,nonexistent,technician,yes,other,2,47.0,no,True,no
-41.8,94.465,telephone,mon,unknown,1.4,4.961,yes,no,married,jun,5228.1,nonexistent,services,no,basic.4y,1,56.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,yes,yes,married,may,5099.1,failure,blue-collar,no,other,2,29.0,no,True,yes
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,yes,yes,married,may,5099.1,nonexistent,technician,no,professional.course,1,42.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.9639999999999995,no,no,married,aug,5228.1,nonexistent,admin.,no,university.degree,5,46.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,no,no,divorced,may,5099.1,failure,admin.,no,other,3,49.0,yes,True,yes
-42.7,93.91799999999999,cellular,thu,no,1.4,4.958,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.4y,7+,42.0,no,True,no
-36.1,93.444,cellular,thu,unknown,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,services,no,professional.course,7+,32.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,no,no,married,may,5099.1,nonexistent,admin.,no,high.school,2,42.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.958,no,no,single,jul,5228.1,nonexistent,blue-collar,no,basic.9y,2,28.0,no,True,no
-40.8,92.963,cellular,mon,no,-2.9,1.266,yes,yes,married,jun,5076.2,nonexistent,retired,yes,professional.course,1,59.0,no,True,no
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,no,no,married,may,5099.1,nonexistent,blue-collar,no,basic.9y,2,36.0,no,True,no
-40.3,94.215,cellular,unknown,no,-1.7,0.79,unknown,unknown,single,jul,4991.6,failure,services,yes,other,1,27.0,yes,True,yes
-47.1,93.075,cellular,wed,no,-1.8,1.405,yes,no,married,apr,5099.1,nonexistent,blue-collar,yes,other,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.344,yes,no,married,may,5099.1,nonexistent,blue-collar,yes,other,1,50.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.966,no,no,married,aug,5228.1,nonexistent,admin.,no,university.degree,3,32.0,no,True,no
-37.5,94.199,telephone,fri,no,-1.1,0.878,yes,yes,divorced,sep,4963.6,success,retired,yes,basic.4y,2,64.0,yes,False,yes
-42.0,93.2,cellular,wed,no,-0.1,4.12,yes,no,married,nov,5195.8,nonexistent,admin.,no,university.degree,1,51.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.479,yes,no,divorced,apr,5099.1,nonexistent,management,no,other,1,44.0,no,True,no
-42.0,93.2,cellular,fri,no,-0.1,4.021,yes,no,married,nov,5195.8,nonexistent,admin.,no,high.school,5,51.0,no,True,no
-41.8,94.465,telephone,unknown,unknown,1.4,4.961,yes,no,married,jun,5228.1,nonexistent,blue-collar,no,other,3,41.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,single,aug,5228.1,nonexistent,admin.,no,other,1,33.0,no,True,no
-34.8,93.369,cellular,thu,no,-1.8,0.635,no,no,single,mar,5008.7,success,student,yes,other,1,30.0,yes,False,yes
-36.4,93.994,telephone,wed,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,retired,no,other,1,46.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.354,yes,no,divorced,may,5099.1,nonexistent,retired,no,other,2,64.0,no,True,no
-42.7,93.91799999999999,cellular,mon,unknown,1.4,4.962,no,no,married,jul,5228.1,nonexistent,services,no,other,1,43.0,no,True,no
-42.0,93.2,cellular,wed,no,-0.1,4.12,yes,yes,married,nov,5195.8,failure,admin.,no,university.degree,1,31.0,no,True,yes
-41.8,94.465,telephone,thu,unknown,1.4,4.8660000000000005,no,yes,married,jun,5228.1,nonexistent,services,no,high.school,1,57.0,no,True,no
